id,title,notes,file_url,date
1276,MICHAEL J. STROBEL Manual of ARTHROSCOPIC SURGERY,,,2025-09-26 19:29:05
1277,Rockwood and Green's Fractures in Adult 8th ed,,,2025-09-26 19:29:41
1278,Rockwood & Wilkins' fractures in children,,,2025-09-26 19:30:01
1279,Kumar_&_Clark’s Clinical Medicine 9th,,,2025-09-26 19:31:56
1280,Bradley's Neurology Neurology in Clinical Practice 7th,,,2025-09-26 19:33:00
1281,Physical Medicine and Rehabilitation,,,2025-09-26 19:33:15
1282,Principles of Pulmonary Medicine 6th,,,2025-09-26 19:34:08
1283,100 Cases in Psychiatry,,,2025-09-26 19:34:59
1284,Color Atlas Of Physiology 7th ed.,,,2025-09-26 19:35:14
1285,The Female Electrocardiogram,,,2025-09-26 19:36:13
1286,Symptom to diagnosis,,,2025-09-26 19:36:30
1287,Gastrointestinal Emergencies 3E,,,2025-09-26 19:38:12
1288,Imaging of Pancreas,,,2025-09-26 19:38:35
1289,"Fundamentals of Digital Imaging in Medicine, 2010",,,2025-09-26 19:38:54
1290,Immunology 2E,,,2025-09-26 19:39:25
1291,Oxford Handbook of Pre-Hospital Care,,,2025-09-26 19:39:43
1292,Cases in pre-hospital & retrieval medicine,,,2025-09-26 19:40:31
1293,PedMedHandbook,,,2025-09-26 19:41:39
1294,PedMed Handbook,,,2025-09-26 19:41:47
1295,2018_Chest_Radiology_,,,2025-09-26 19:42:23
1296,Medical Genetics,,,2025-09-26 19:43:43
1297,Atlas on Clinical Opthalmology,,,2025-09-26 19:44:07
1298,Making the diagnosis,,,2025-09-26 19:46:18
1299,Abdominal & Pelvic MRI,,,2025-09-26 19:47:02
1300,Zakim and Boyer’s hepatology,,,2025-09-26 19:47:20
1301,Human Embryology  8th ed,,,2025-09-26 19:48:01
1302,2014_A_Surgeon's_Guide_to_Anaesthesia,,,2025-09-26 19:49:26
1303,Steps_to_Follow_The_Comprehensive,,,2025-09-26 19:50:46
1304,Focused Clinical Examination for MRCS Finals (OSCE),,,2025-09-26 19:51:51
1305,"Conns Current Therapy 2015 - Dr, Alshareifi",,,2025-09-26 19:52:08
1306,Clinical Dermatology 5th,,,2025-09-26 19:52:41
1307,Systems_of_the_body_Philip_Sambrook,,,2025-09-27 09:22:44
1308,The_ESC_Textbook_of_Intensive_and,,,2025-09-27 09:23:12
1309,Partial knee arthroplasty;techniques for optimal outcomes,,,2025-09-27 09:23:29
1310,"Harrison's Principles of Internal Medicine, 19E (2015)",,,2025-09-27 09:23:56
1311,2010 [Harsh Mohan] Textbook of Pathology (6th Ed.),,,2025-09-27 09:24:10
1312,Phisical medicine and Rehabilitation Bran,,,2025-09-27 09:25:02
1313,2015 [Harsh Mohan] Textbook of Pathology (7th Ed.),,,2025-09-27 09:25:26
1314,microsurgical hand,,,2025-09-27 09:25:52
1315,2016_THIEME_Atlas_of_Anatomy_Head,,,2025-09-27 09:26:21
1316,2016 Instant Anatomy 5E,,,2025-09-27 09:26:38
1317,2011_100_Questions_and_Answers_About,,,2025-09-27 09:26:58
1318,Clarke Analysis Drugs Poisons,,,2025-09-27 09:27:14
1319,Transradial_Angiography_and_Intervention,,,2025-09-27 09:27:59
1320,Emergency dermatology,,,2025-09-27 09:29:23
1321,principles of hand surgery and therapy,,,2025-09-27 12:42:53
1322,2011 Kaplan's_Cardiac_Anesthesia_The_Echo_Era,,,2025-09-27 12:43:48
1323,"Viruses_and_Human_Disease_,2E,_James",,,2025-09-27 12:44:05
1324,nerve surgery,,,2025-09-27 12:44:19
1325,Casts Splints and Support Bandages,,,2025-09-27 12:45:05
1326,Principles_of_Internal_Fixation,,,2025-09-27 12:45:51
1327,Desk_Encyclopedia_of_Human_and_Medical Virology,,,2025-09-27 12:47:00
1328,Twining’s  Textbook  of   Fetal  Abnormalities 3e,,,2025-09-27 12:47:24
1329,-Fundamentals of Pain Medicine,,,2025-09-27 12:47:42
1330,Neurocutaneous Disorders,,,2025-09-27 12:47:59
1331,Anderson's Atlas of Hematology,,,2025-09-27 12:48:17
1332,J.R.Hampton- The ECG Made Easy 8th ed (2013),,,2025-09-27 13:20:01
1333,Master Visual Diagnosis of ECG- A Short Atlas,,,2025-09-27 13:20:17
1334,Making Sense of the ECG - Cases for Self-Assess,,,2025-09-27 13:20:45
1335,"Making Sense of the ECG - A Hands-On Guide, 4E (2012)",,,2025-09-27 13:21:02
1336,Petty- Basic Electrocardiography (2016),,,2025-09-27 13:21:14
1337,Jane_Huff_ECG_Workout_Exercises,,,2025-09-27 13:21:47
1338,"Thieme- Color Atlas of Physiology, 6Ed",,,2025-09-27 13:22:05
1339,Guytton_and_Hall_Textbook_of_Medical 13th,,,2025-09-27 13:22:49
1340,Thieme-Color Atlas of Ultrasound Anatomy (2004),,,2025-09-27 13:23:07
1341,"Harold Ellis-Clinical Anatomy, 13E (2013)",,,2025-09-27 13:23:20
1342,"Renal Physiology- A Clinical Approach - Danziger, John- 2012",,,2025-09-27 13:23:51
1343,Gastrointestinal Anatomy and Physiology The Essentials_2014,,,2025-09-27 13:24:41
1344,Musculoskeletal Examination of Foot and Ankle_2012,,,2025-09-27 13:24:55
1345,Albert and Vaccaro-Physical Examination of the Spine_2017,,,2025-09-27 13:26:53
1346,Morris- Neurological Clinical Examination_2012,,,2025-09-27 13:27:52
1347,Fuller- Neurological Examination Made Easy_2013,,,2025-09-27 13:28:13
1348,Barnett and Bannister-Pocket Clinical Examiner_2015,,,2025-09-27 13:28:41
1349,The_Color_Atlas_of_Internal_Medicine_2015,,,2025-09-27 13:29:25
1350,Hole`s_Essentials_of_human_Anatomy,,,2025-09-27 13:32:43
1351,Jeffrey M. Gross- Musculoskeletal Examination_2016,,,2025-09-27 13:33:24
1352,Mohan Iyer- Clinical Examination in Orthopedics-2012,,,2025-09-27 13:33:49
1353,Clinical Examination Essentials_2016,,,2025-09-27 13:36:28
1354,Examination Medicine 8th,,,2025-09-27 13:38:55
1355,Bates’_Guide_to_Physical_Examination,,,2025-09-27 13:40:01
1356,Macleod's Clinical Examination 13Ed,,,2025-09-27 13:40:21
1357,Clinical Orthopaedic Examination_2010,,,2025-09-27 13:40:36
1358,Dutton's Orthopaedic Examination_2017,,,2025-09-27 13:41:29
1359,The Art and Science of Cardiac Examination_2015,,,2025-09-27 13:41:46
1360,Gray`s_Anatomy_The_Anatomical_Basis,,,2025-10-01 18:33:00
1361,Madden-Introduction to Sectional Anatomy - 3E (2013),,,2025-10-01 19:17:03
1362,"Thieme- Atlas of Anatomy, 2E (2012)",,,2025-10-01 19:18:00
1363,"Thieme- Atlas of Anatomy_ Head, Neck and Neuroanatomy (2016)",,,2025-10-01 19:18:39
1364,"Moore-Clinically Oriented Anatomy, 7E (2014)",,,2025-10-01 19:19:01
1365,Anatomy Photographic Atlas (2016),,,2025-10-01 19:20:27
1366,"Atlas of Imaging Anatomy, 1E (2015)",,,2025-10-01 19:21:05
1367,Weir & Abrahams` Imaging Atlas of Human Anatomy (2017),,,2025-10-01 19:22:51
1368,Thompson-Understanding Anatomy and Physiology (2015),,,2025-10-01 19:24:14
1369,Saladin_Anatomy_and_Physiology_,,,2025-10-01 19:24:47
1370,Marieb-Essentials of Human Anatomy and Physiology (2015),,,2025-10-01 19:26:14
1371,"Seeley's Anatomy and Physiology, 11E (2017)",,,2025-10-01 19:26:45
1372,"Rizzo-Fundamentals of Anatomy and Physiology, 4Ed (2016)",,,2025-10-01 19:27:27
1373,The_Big_Picture_Medical_Physiology,,,2025-10-01 19:28:32
1374,Netter's Essential Physiology (2009),,,2025-10-01 19:28:54
1375,Graphics-Sequenced Interpretation of ECG (2016),,,2025-10-01 19:30:36
1376,Goldberger’s Clinical Electrocardiography (2018),,,2025-10-01 19:31:07
1377,Jenkins- ECGs by Example (2011),,,2025-10-01 19:31:30
1378,Adamec- Practical ECG-Holter_100 cases (2012),,,2025-10-01 19:31:59
1379,"Differential Diagnosis, 4E (common vs rare)",,,2025-10-01 19:48:58
1380,"Community Pharmacy_ Symptoms, Diagnosis and Treatment, 3e",,,2025-10-01 19:49:29
1381,Oxford Clinical Diagnosis,,,2025-10-01 19:50:16
1382,Oxford Foundation Programme,,,2025-10-01 19:50:36
1383,General Surgery Absite and Board Review 4th,,,2025-10-11 12:01:49
1384,"Renal,_Fluid_and_Electrolyte_Disorders_Neonatology_Questions_and",,,2025-10-11 12:02:48
1385,Pathoma 2023,,,2025-10-11 12:03:53
1386,medical-microbiology-murray-9th-edition,,,2025-10-11 12:05:06
1387,"The_ESC_Textbook_of_Heart_Failure_Oxford_University_Press,_2024",,,2025-10-11 12:06:37
1388,"Chronic_Kidney_Disease,_Dialysis,_and_Transplantation",,,2025-10-11 12:07:16
1389,Obstetrics by Ten Teachers 21st Ed 2024,,,2025-10-11 12:10:53
1390,Challenging_Cases_in_Pediatric_Cardiology,,,2025-10-11 12:11:49
1391,2025 ATLS 11ed - American College of Surgeons,,,2025-10-11 12:12:33
1392,"The_Pediatric_Cardiac_Anesthesia_Handbook,_Second_Edition_Wiley",,,2025-10-11 12:12:51
1393,Handbook_of_Cardiac_Critical_Care_and_Anaesthesia_full_version_2024,,,2025-10-11 12:13:20
1394,Essential Echocardiography by Alisdair Ryding,,,2025-10-11 12:13:37
1395,Sonography Scanning Principles and Protocols 4th Ed,,,2025-10-11 12:14:22
1396,Harrisons Cardiovascular Medicine  2nd Edition_2-1,,,2025-10-11 12:14:54
1397,Prostate Cancer and Prostatic Diseases 2025,,,2025-10-11 12:15:14
1398,Harrisons Pulmonary and Critical Care Medicine 1E,,,2025-10-11 12:16:36
1399,Infections in Surgery Prevention and Management 2025,,,2025-10-11 12:17:06
1400,"Gross_Anatomy,_Neuroanatomy,_and_Embryology_for_Medical_Students",,,2025-10-11 12:17:45
1401,Consulting Hematology and Oncology Handbook 2024,,,2025-10-11 12:18:20
1402,Atlas of Transnasal Endoscopic Orbital Surgeries,,,2025-10-11 12:18:59
1403,100 cases in Radiology,,,2025-10-11 12:19:18
1404,Liver Ultrasound_ From Basics to Advanced Applications 2024,,,2025-10-11 12:19:43
1405,"Long Cases in General Surgery, 2nd Edition",,,2025-10-11 12:20:01
1406,Introduction to Medical Physics,,,2025-10-11 15:03:48
1407,Mouse Models of Cancer,,,2025-10-11 15:04:19
1408,ASCO_Educational_Book_Driving_Knowledge_to_Action_Building_a_Better,,,2025-10-11 15:04:55
1409,Clinical Dermatology 6th Habif,,,2025-10-11 15:05:34
1410,"Cardiothoracic_Surgery_by_Joanna_Chikwe,_David_Cooke,_Aaron_Weiss",,,2025-10-11 15:05:57
1411,The Cardiovascular System (The Human Body) by Kara Rogers,,,2025-10-11 15:06:13
1412,"Techniques_in_Extracorporeal_Circulation_by_Philip_H_Kay,_Christopher",,,2025-10-11 15:06:32
1413,MCQs on perfusion,,,2025-10-11 15:07:17
1414,Cardiac Transplantation by Susan D. Moffatt-Bruce,,,2025-10-11 15:07:46
1415,"Cardiothoracic_critical_care_Higgins,_Michael_Macfie,_Alistair_Smith",,,2025-10-11 15:08:04
1416,ACCP_Updates_in_Therapeutics®_2023_Critical_Care_Pharmacy_Preparatory,,,2025-10-11 15:08:30
1417,2nd Drug Induced Movement Disorders,,,2025-10-11 15:09:08
1418,Meylers_Side_Effects_of_Cardiovascular_Drugs_Meylers_Side_Effects,,,2025-10-11 15:10:02
1419,Nursing the Cardiac Patient by Melanie,,,2025-10-11 15:10:22
1420,Mechanical_Circulatory_Support_Therapy_in_Advance_Heart_Failure,,,2025-10-11 15:10:36
1421,Acute_Cardiac_Care_A_Practical_Guide_for_Nurses_by_Angela_Kucia,,,2025-10-11 15:10:53
1422,2017_Primary_Care_Nutrition_Writing_the_Nutrition_Prescription,,,2025-10-11 15:11:58
1423,"On Call Neurology, 3rd Edition 2007",,,2025-10-11 15:12:13
1424,Botulinum_Neurotoxin_Injection_Manual,,,2025-10-11 15:12:31
1425,Orthopaedic_Neurology_A_Diagnostic,,,2025-10-11 15:12:49
1426,"2018_Meningitis_and_Encephalitis,_Management_and_Prevention_Challenges",,,2025-10-11 15:13:36
1427,2018 Principles of Geriatric Critical Care,,,2025-10-11 15:13:53
1428,"Oxford American Handbook of Neurology , 1E",,,2025-10-11 15:14:18
1429,2021_Intubating_the_Critically_Ill_Patient_A_Step_by_Step_Guide,,,2025-10-11 15:14:58
1430,"A Handbook for Student Nurses, 2018-19 Edition",,,2025-10-11 15:15:26
1431,A Clinical Guide for Contraception 5th edition,,,2025-10-11 15:15:42
1432,Acute Medicine,,,2025-10-11 15:16:00
1433,A Manual of Neonatal Intensive Care    5th ed,,,2025-10-11 15:16:17
1434,Current_Diagnosis_&_Treatment_Geriatrics_ALGrawany_3E_2021,,,2025-10-11 15:16:52
1435,Clark's Essential Guide to Clinical Ultrasound 2023,,,2025-10-11 15:17:15
1436,Neurocritical Care.2024,,,2025-10-11 15:17:48
1437,Sanders' Paramedic Textbook 6E 2025 ALGrawany,,,2025-10-11 15:18:27
1438,West’s_Respiratory_Physiology_The_Essentials_10th_Edition_2016_,,,2025-11-13 18:20:16
1439,"Yen_&_Jaffe's_Reproductive_Endocrinology_Physiology,_Pathophysiology",,,2025-11-13 18:24:17
1440,West’s_Pulmonary_Pathophysiology_The_Essentials_9th_Edition_2017,,,2025-11-13 18:24:48
1441,Ultrasound in the Critically Ill A Practical Guide 2022,,,2025-11-13 18:26:31
1442,Trends in Counterfeit Drugs 2024,,,2025-11-13 18:27:19
1443,Transplantation of the Pancreas 2E 2023,,,2025-11-13 18:28:10
1444,Thoracic Imaging Case Review Series 3E 2024,,,2025-11-13 18:28:51
1445,The_Airway_Manual_Practical_Approach_to_Airway_Management_2023,,,2025-11-13 18:29:35
1446,THE RETINAL ATLAS 2nd Ed.,,,2025-11-13 18:30:06
1447,The EACVI Handbook of Cardiovascular CT 2023,,,2025-11-13 18:31:03
1448,Textbook of Cosmetic Dermatology 6E 2025,,,2025-11-13 18:31:35
1449,Textbook of Clinical Echocardiography 7E 2024 ALGrawany,,,2025-11-13 18:33:22
1450,"Systems Biology II (Springer, 2024)",,,2025-11-13 18:33:57
1451,Surgical Atlas of Urethroplasty 2024,,,2025-11-13 18:35:18
1452,"Study_Guide_for_Understanding_Anatomy_&_Physiology_A_Visual,_Auditory",,,2025-11-13 18:35:56
1453,Severe_Pulmonary_Emphysema_A_Comprehensive_Guide_to_Precision_Interventional,,,2025-11-13 18:36:37
1454,Seidel's Guide to Physical Examination 10E 2023,,,2025-11-13 18:37:17
1455,Screening and Risk Reduction Strategies for Breast Cancer,,,2025-11-13 18:37:42
1456,Rosen's_Emergency_Medicine_Concepts_and_Clinical_Practice_2_Volume,,,2025-11-13 18:38:34
1457,Review of Dermatology 2E 2024 ALGrawany,,,2025-11-14 20:35:29
1458,Retina and Vitreous (Instant Clinical Diagnosis),,,2025-11-14 20:35:54
1459,"Proteogenomics- Methods and Protocols (Humana, 2025)",,,2025-11-14 20:36:48
1460,"Principles of Neonatology, First Edition 2024",,,2025-11-18 17:12:21
1461,Principles and Practice of the Muscular Dystrophies 2023,,,2025-11-18 17:46:34
1462,Practical_Cardiology_Principles_and_Approaches_2E_ALGRAWANY_2022,,,2025-11-18 17:48:00
1463,Practical Periodontics 2E 2023,,,2025-11-18 17:48:30
1464,Cardiac anaesthesia practical aspects,,,2025-11-18 17:52:00
1465,Cardiovascular Mechanics by Michel R. Labrosse,,,2025-11-18 17:52:28
1466,Atlas of Human Anatomy by Frank H. Netter,,,2025-11-18 17:53:07
1467,"POCUS_in_Critical_Care,_Anesthesia_and_Emergency_Medicine_2024",,,2025-11-23 16:15:17
1468,Pocket Prescriber Psychiatry 2E 2024,,,2025-11-23 16:16:00
1469,"Plastic Surgery_ 6-Volume Set, 5th Edition 2023",,,2025-11-23 16:19:03
1470,Perioperative Medicine Managing for Outcome 2e 2022,,,2025-11-23 16:19:50
1471,Pediatric_Pulmonology_2nd_edition_2024_American_Academy_of_Pediatrics,,,2025-11-23 16:20:28
1472,Pediatric Cardiology   2024,,,2025-11-23 16:20:47
1473,PALLIATIVE AND HOSPICE  CARE NURSING GUIDELINES,,,2025-11-23 16:21:32
1474,Oxford_Textbook_of_Anaesthesia_in_the_Obese_Patient_2021_pgs_370,,,2025-11-23 16:32:34
1475,Oxford_Textbook_of_Anaesthesia_in_the_Obese_Patient_2021,,,2025-11-23 16:32:47
1476,Oxford_Textbook_of_Advanced_Critical_Care_Echocardiography_2020,,,2025-11-23 16:37:23
1477,Oxford Handbook of Clinical Medicine-11th 2024,,,2025-11-23 16:38:23
1478,"Odze_and_Goldblum_Surgical_Pathology_Of_The_Gi_Tract,_Liver,_Biliary",,,2025-11-23 16:43:41
1479,Neurology A QUEEN SQUARE TEXTBOOK 3rd edition 2024,,,2025-11-23 16:45:37
1480,Need_to_Know_NAFLD_The_Complete_Guide_to_Nonalcoholic_Fatty_Liver,,,2025-11-24 13:05:33
1481,Murtagh's_General_Practice_5th,,,2025-11-24 13:06:07
1482,"Molecular_Medical_Microbiology,_5_Volume_Set,_Third_Edition_Academic",,,2025-11-25 08:27:33
1483,Modern Hospice Design,,,2025-11-25 08:28:35
1484,Medical Terminology A living Language 7E,,,2025-11-25 08:29:15
1485,"MCU_2023_Harper's_Illustrated_Biochemistry,_Thirty_Second_Edition",,,2025-11-25 08:29:39
1486,"Manual of Cardiovascular Disease in Women (Springer, 2024)",,,2025-11-25 08:31:01
1487,"Manson's_Tropical_Diseases,_24th_Edition_Elsevier,_2024",,,2025-11-25 08:31:30
1488,Male_Infertility_Management_of_Infertile_Men_in_Reproductive_Medicine,,,2025-11-25 08:32:00
1489,Key_Trials_in_Intensive_Care_Medicine_Passing_the_Final_2025,,,2025-11-25 08:33:40
1490,Kendig_and_Wilmott’s_Disorders_of_the_Respiratory_Tract_in_Children,,,2025-11-26 19:43:41
1491,Kanski's_Clinical_Ophthalmology_A_Systematic_Approach_10tE_2025,,,2025-11-26 23:01:56
1492,John Murtagh's General Practice 6th Edition-2015,,,2025-11-27 08:59:00
1493,Interventions in Pulmonary Medicine 3E 2023,,,2025-11-27 08:59:43
1494,Hearing Loss 5E 2025,,,2025-11-27 09:07:59
1495,"Harrison's_Internal_Medicine_2022,_21th_Edition_Vol_1_&_Vol_2_",,,2025-11-27 09:09:57
1496,Harrison 2025 _ 22nd Edition,,,2025-11-27 09:11:50
1497,Handbook of Nutritional Disorders 2025,,,2025-11-27 09:12:21
1498,Handbook of Bloodstain Pattern Analysis 2025,,,2025-11-27 09:12:55
1499,Goldman-Cecil_Medicine 2-Volume Set 27th Edition 2024,,,2025-11-27 09:14:03
1500,Fundamentals_of_Brain_and_Behavior_An_Introduction_to_Human_Neuroscience,,,2025-11-30 23:36:40
1501,COO - Retinoblastoma 4th Ed,,,2025-11-30 23:37:55
1502,COO - Uveal Tumors 4th Ed.,,,2025-11-30 23:38:13
1503,"Core_Techniques_of_Minimally_Invasive_Spine_Surgery_Yong_Ahn,_Jin",,,2025-11-30 23:38:39
1504,Core_Topics_in_Cardiac_Anaesthesia_by_Andrew_Roscoe_editor_Joseph,,,2025-11-30 23:38:54
1505,Cornea Casebook,,,2025-11-30 23:39:23
1506,cpb principles and practices,,,2025-11-30 23:40:30
1507,Critical care secrets ( etc.),,,2025-11-30 23:40:50
1508,Curcumin_Based_Nanomedicines_as_Cancer_Therapeutics_Academic_Press,,,2025-11-30 23:42:13
1509,Current Clinical Evidence in Ophthalmology,,,2025-11-30 23:43:27
1510,Diabetic Retinopathy Methods and Prrotocols,,,2025-11-30 23:44:05
1511,Diagnostic Imaging Chest 3rd Edition 2021,,,2025-11-30 23:44:28
1512,"Diagnostic Imaging Genitourinary, E-Book",,,2025-11-30 23:44:55
1513,Diagnostic Imaging Interventional Radiology 3rd 2022,,,2025-11-30 23:45:19
1514,Diagnostic Imaging_ Brain 4th (2020),,,2025-11-30 23:46:19
